participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"long time since Ive pressed o, so I did now",1492677907.44685
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,<- gamblers fallacy,1492677913.41294
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,hehe,1492677916.86493
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,let's do u for the hell of it and see what happens,1492677917.20037
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Oh yeah,1492677925.66636
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"that probably primed me, but i think its o",1492677931.58793
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,should we go with our bias and do o?,1492677934.09586
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,hmmmmmmmmmm,1492677935.30004
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,lets do it,1492677938.84807
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,let's just try u :),1492677947.78738
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I can't believe that last one was U!!,1492677952.85178
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok :),1492677958.50725
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,"No, right! ",1492677961.03038
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,probably e,1492677965.26614
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay this time?,1492677965.8115
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"but for this, I said i",1492677968.6591
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,agree,1492677969.56249
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,i said E,1492677974.36433
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,hmm. this is where i thought e or o again,1492677974.37836
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Hahahah,1492677975.39912
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,wtf,1492677977.36782
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Once again,1492677978.53664
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,alright,1492677986.55483
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok e,1492677993.55251
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I can agree on e ;-),1492677995.26412
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I have no clue whatsoever,1492677996.79355
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,if we chose o at least we have better chances of finding out which one was actually the correct one,1492678003.48316
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,maybe is same as last?,1492678003.80267
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,didnt sound like o to me,1492678007.95945
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,i heard it as the same as the one before... but I've done that before and been wrong,1492678010.22186
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I've said e now..,1492678011.02393
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,"not sure, but sounded a bit different than the other i",1492678012.65124
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,might just be the distortion,1492678016.6482
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,That is very true.,1492678017.2663
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,we´say e :),1492678019.39475
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i is fine with me,1492678023.28718
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,Let's do that,1492678023.5547
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok!,1492678024.05358
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,lets just do e then ,1492678027.96185
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"yeah, i didnt feel it had the curvyness I associate with o",1492678032.37996
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,haha ok,1492678034.15304
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok o!!,1492678044.94048
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,try,1492678049.9181
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,i said i,1492678050.35337
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,e ,1492678053.62614
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,here,1492678055.98279
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,damn it,1492678059.09137
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,we can go with i,1492678068.46042
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok,1492678072.35921
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,im quite sure,1492678073.52615
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go for it,1492678077.39029
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i just don't know anymore,1492678081.07231
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,me neither,1492678085.377
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,lol,1492678087.00642
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said i again,1492678090.06911
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,could be e. it was less nasal but from normal vowels I would also have thought e,1492678094.9632
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I tried something crazy,1492678099.24987
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Now I cant remember what I chose before and what was correct, and what I've just heard... I horrible at this!",1492678101.86837
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I did U,1492678102.08758
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,let's try e,1492678103.14648
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok :),1492678111.17659
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok I'm good with crazy,1492678112.79583
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,lets do u,1492678115.09158
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I think I or U,1492678115.99599
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,u it is then,1492678118.61814
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,you're usually right in the o/u,1492678119.78307
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,you chose u before and that was correct,1492678126.70943
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,ok lets take u,1492678127.12467
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,We'll go with e,1492678131.00873
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but remembering the sounds is too hard,1492678133.52205
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay no crazy,1492678135.03336
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok o this time`?,1492678136.59336
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok,1492678141.67154
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,maybeee,1492678145.50216
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,this is getting rediculous ,1492678145.5632
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,ok,1492678148.40382
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said o,1492678151.51083
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,maybe we would get more correct just answering E all the time we are in doubt haha,1492678151.80224
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Im quite sure,1492678156.30327
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,okay,1492678158.4381
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,true!,1492678159.68339
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I think I said I,1492678160.13952
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,should we? :P,1492678167.03159
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,it was probably i ,1492678168.20154
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,lets do i,1492678173.48481
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"yeah, will probs be o this one time though haha",1492678183.53146
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,"ok, let's try",1492678190.32855
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,but go e ;),1492678190.43165
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I think we have to go away from how we would think of these vowels in real life,1492678195.13818
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,could be either to me,1492678200.69217
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,didnt hear ø though,1492678205.60534
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,o sounds a bit like a. e sounds like ø,1492678205.64441
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,i really think it was i this time,1492678206.94786
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. just pick one :P,1492678208.24274
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,so think e,1492678208.68948
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Lets do I,1492678214.60931
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,ups,1492678215.0614
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,didnt hear?,1492678215.4147
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,i,1492678215.43669
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,i think it was less nasal so i chose u,1492678216.00407
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,!,1492678216.11914
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,but who the fuck knows,1492678216.33327
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,alright,1492678218.18078
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,so i?,1492678222.5898
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,okay,1492678225.09056
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Im more towards i still,1492678226.20995
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"yeah, let's try that.",1492678226.23997
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"hmmmmm, lets say u i think",1492678234.44414
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok!,1492678239.9618
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i never really got the o sound right,1492678241.91198
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Dont think i is I this time,1492678242.75741
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,you're probably right,1492678245.03933
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I pressed E,1492678246.40341
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,me niether,1492678248.28835
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,but then again...,1492678254.43858
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,im quite sure,1492678254.93879
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said o .. ?,1492678255.03838
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Hmmm,1492678258.80085
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,We could try O,1492678263.09688
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,alrighty,1492678268.46886
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,no clue,1492678272.13218
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,wuhuuuu,1492678272.86543
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,think i,1492678277.46718
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,don't you think it was same as before?,1492678279.00051
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go i,1492678279.97677
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,O has an annoying sound that was absebt,1492678285.54655
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,absent,1492678287.61213
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,might be :P,1492678288.54087
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,but we got it wrong saying e yeah? ,1492678294.72263
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,it was so quickly after the other and i thought i heard the same again,1492678295.99673
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,fuck,1492678298.19739
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but maybe you are right,1492678303.2766
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,To me this sounded different from the o we just both got correct,1492678303.60739
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,What did you choose,1492678304.40508
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said i ,1492678305.57637
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,think u,1492678305.99646
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"maybe try o, who knows though",1492678306.22259
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,felt some u'ishness,1492678307.15185
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,true. let's try with o then,1492678310.15398
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok then lets go for i,1492678314.36989
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I said O,1492678316.41271
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,that is why I chose i,1492678316.64306
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,ok. ,1492678318.92454
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Too deep to be U,1492678320.97087
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,ok,1492678322.2861
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,But it could be right with I,1492678329.35319
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,very distorted,1492678336.97101
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,yes,1492678339.1381
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"maybe was same, we can try o again",1492678343.63432
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"I have no clue, but let's go with o and see what happens",1492678344.33437
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Im very unsure,1492678346.26518
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay,1492678348.68465
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,try o,1492678351.16966
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,okay,1492678353.2707
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,right,1492678365.54972
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i can't remember anything haha,1492678365.6558
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. but you were right before. maybe we should pick yours ,1492678366.21896
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"When you choose u, what do you listen for?",1492678372.42526
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,"this time I said o, you_",1492678374.93612
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yea u and i are the tough ones,1492678376.63507
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,think i,1492678378.17598
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,go for it,1492678381.71233
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I said E,1492678382.36105
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,less nasal I thought,1492678386.01817
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"i dont knowww, could be o, we try that?",1492678387.11018
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Lets go with o,1492678391.46134
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,could be ,1492678393.83452
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok,1492678395.44475
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i think i know what you mean,1492678397.72223
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but I can*t figure it our precisely,1492678398.93049
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. let's try o then:),1492678401.11464
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,with the annoying sound,1492678402.24481
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,lets go o,1492678404.13843
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"Okay, I trust you on this one :-) hah",1492678409.82637
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,k,1492678410.36284
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,but I'm pretty confident this time,1492678413.51534
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,we go for u then,1492678421.10753
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok let's try,1492678421.89471
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,we were so good!!,1492678430.70582
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,We did goooood!,1492678434.91699
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,could be i ,1492678437.26302
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ah fuck. I think youre right. it was different,1492678443.06538
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,high-five,1492678443.23986
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,*Smash!*,1492678451.54439
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,not sure,1492678454.54007
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,well,1492678454.94784
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I was not sure,1492678455.66731
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,haha ,1492678456.15738
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,they all sounded like i but was wrong..,1492678460.34288
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I don't believe e is corret.. so we can go with yours,1492678461.57172
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay i did e,1492678461.59974
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"ok, lets try e then :)",1492678461.6408
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I can't remember which one I chose this time,1492678464.33058
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,yepo,1492678467.24329
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,true.. :D,1492678468.24362
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,last 3,1492678468.8038
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,lets try e then,1492678471.91302
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok,1492678475.05291
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,gamblers fallacy says i,1492678478.28711
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,so probably wrong about it again,1492678478.35968
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Cool,1492678479.24669
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,worked last time!,1492678485.17572
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,hmm,1492678489.90088
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,damn,1492678496.32749
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,i would go for o,1492678497.7636
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,so I said o,1492678504.51272
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,why u do this malte,1492678507.92196
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,could be an e?,1492678508.52459
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,because I think it was the same as the times where we were wrong,1492678511.00369
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I could. ,1492678512.53492
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"hmmmm, i think it's o ",1492678513.15676
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,"sure, lets try",1492678514.25958
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Lets do that,1492678516.14153
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,hmm,1492678516.85635
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok,1492678520.15725
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,haha damn vowels,1492678525.44795
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok! we will take that ,1492678530.60915
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I couldn't hear because the new guy is noisy!! haha,1492678532.80203
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,I felt like we figured something out but now it keeps getting worse/harder again,1492678537.62168
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,Im confused about the i now,1492678540.63428
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay this time i pressed O,1492678540.65229
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,yeah,1492678543.48701
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said u I don't know why,1492678543.74543
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,I heard i as well,1492678545.06951
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,true,1492678551.21384
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,so go i?,1492678554.00261
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I think its too deep for u,1492678558.24701
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,O is probably a better choice,1492678563.29439
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,you think was same?,1492678565.03101
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,I'm pretty sure it was the same :P,1492678566.20362
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,hm I still think u I think,1492678566.2386
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,"you were correct on u before, so we go with yours",1492678567.31656
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Okay,1492678567.72464
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,ok?,1492678570.10909
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,"ok, take u!",1492678572.21917
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,sure,1492678573.21251
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok,1492678575.19173
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,yep,1492678578.47913
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,I preeaed U,1492678588.46875
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I said i ,1492678590.19974
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,And don't know how to spell anymore,1492678599.12364
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,i think o,1492678599.51004
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,haha ,1492678605.36343
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Lets go with i,1492678611.758
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,was different from e i think,1492678612.18434
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,i think this one sounded too flat to be a u ,1492678614.90073
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,was hard,1492678617.51075
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,ok lets do it,1492678617.65101
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,sounded pretty smooth,1492678618.28809
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,it had that kinda a-sound to me,1492678619.79153
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,maybe?,1492678621.7346
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,ha,1492678622.30323
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,coolio,1492678624.2366
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,but I think its u,1492678625.34695
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,i think you are right. It didn't sound like øh,1492678625.97425
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,which is an indicator of o,1492678627.60037
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,okay. so we should try o?,1492678629.36739
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,ups i,1492678629.42846
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,haha,1492678631.7374
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,we can try i,1492678634.63873
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,yessss,1492678635.73601
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,"I think its ""i""",1492678637.19883
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,we go with o,1492678638.90343
lc4gfzmr,4,30,m8wsq93c,4-confidence_audio-15,B,ok we'll go for o then,1492678641.14674
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,ok,1492678643.28133
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,this time i said u,1492678648.95704
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,Was it the same sound twice?,1492678654.51935
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,ok. youre right!,1492678662.03875
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,I dont think so.... ,1492678663.48301
lc4gfzmr,4,22,1m47if4x,4-confidence_audio-11,B,o!,1492678666.66792
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,allright then,1492678669.70228
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,what did yo u say,1492678669.7138
lc4gfzmr,4,21,sb3g1f36,4-confidence_audio-11,A,we can try :),1492678672.37889
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,lets do u then,1492678676.0386
lc4gfzmr,4,10,33dpxebl,4-confidence_audio-5,B,sure,1492678680.13514
lc4gfzmr,4,9,w9aw2hu1,4-confidence_audio-5,A,i said e,1492678681.05255
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,i was between u and o,1492678684.33193
lc4gfzmr,4,25,4xuid5g2,4-confidence_audio-13,A,think your right,1492678687.64066
lc4gfzmr,4,29,yv0l6yi0,4-confidence_audio-15,A,I feel pretty confident on i ,1492678687.96653
lc4gfzmr,4,26,n0vv44n2,4-confidence_audio-13,B,okay,1492678691.47403
